Stimulus,CID,IsomericSMILES,Descriptors,sweet,floral,minty,pungent
78-84-2,6561,CC(C)C=O,floral;aldehydic;fresh;pungent,0,1,0,1
105-57-7,7765,CCOC(C)OCC,sweet;vegetable;nutty;green;ethereal;earthy,1,0,0,0
102-22-7,5366044,CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C,floral;honey;fruity;geranium;aromatic,0,1,0,0
10521-96-7,5380647,CC(=O)O/C=C\C1=CC=CC=C1,sweet;fruity;rummy,1,0,0,0
111-87-5,957,CCCCCCCCO,sweet;aldehydic;mushroom;fatty;rose;floral;coconut;orange;green;citrus;waxy,1,1,0,0
103-36-6,7649,CCOC(=O)C=CC1=CC=CC=C1,sweet;spicy;plum;berry;fruity;powdery;balsam,1,0,0,0
1862-61-9,5365912,CC(=CCC/C(=C\C(=O)OC)/C)C,floral;herbal;fruity;green;geranium;citrus,0,1,0,0
10361-39-4,82584,CCCCC(=O)OCC1=CC=CC=C1,floral;fruity;apple skin,0,1,0,0
NF0632,20561537,CC1CC2(CCC1C(O2)C(C)C)C,herbal;cooling;green;minty;rosemary,0,0,1,0
68555-59-9,109468,CC1CCCC(C1CCC(C)OC(=O)C)(C)C,floral;fruity;berry,0,1,0,0
110-19-0,8038,CC(C)COC(=O)C,sweet;banana;fruity;apple;ethereal;tropical,1,0,0,0
106-29-6,5355856,CCCC(=O)OC/C=C(\C)/CCC=C(C)C,sweet;rose;fruity;apricot;fresh;raspberry;green;tropical;peach;waxy,1,0,0,0
40716-66-3,5284507,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,floral;green;woody;citrus;waxy,0,1,0,0
3293-47-8,579336,CC1=C(C(CCC1)(C)C)CCC(C)O,floral;woody;amber,0,1,0,0
106-23-0,7794,CC(CCC=C(C)C)CC=O,sweet;dry;aldehydic;floral;herbal;rose;green;citrus;waxy,1,1,0,0
104-61-0,7710,CCCCCC1CCC(=O)O1,sweet;fatty;coconut;oily;creamy;buttery;waxy,1,0,0,0
94-30-4,60979,CCOC(=O)C1=CC=C(C=C1)OC,sweet;spicy;floral;fruity;anisic;powdery;licorice;cherry;tarragon,1,1,0,0
18479-57-7,86751,CCC(C)CCCC(C)(C)O,sweet;lime;floral;fresh;lily;citrus,1,1,0,0
7775-38-4,346286,CC(C1=CC=CC=C1)OC=O,floral;mimosa;green;woody;gardenia,0,1,0,0
498-02-2,2214,CC(=O)C1=CC(=C(C=C1)O)OC,sweet;vanilla,1,0,0,0
108-84-9,7959,CC(C)CC(C)OC(=O)C,sweet;fruity;banana,1,0,0,0
119-84-6,660,C1CC(=O)OC2=CC=CC=C21,sweet;vanilla;spicy;cinnamon;herbal;coconut;creamy;coumarinic;balsamic;tonka,1,0,0,0
1450-72-2,15068,CC1=CC(=C(C=C1)O)C(=O)C,floral;herbal;sweet,1,1,0,0
84434-18-4,163414,CCC(C)C(=O)N(C)C1=CC=CC=C1,natural;cedar;floral;grapefruit;oily;fresh;woody;citrus,0,1,0,0
3744-02-3,19543,CC(=C)CC(=O)C,vegetable;pungent;acrylate,0,0,0,1
55066-48-3,108312,CC(CCC1=CC=CC=C1)CCO,floral;rose;honey;fresh;muguet;green;geranium;lily;tropical,0,1,0,0
10482-56-1,443162,CC1=CC[C@H](CC1)C(C)(C)O,floral;terpenic;lilac,0,1,0,0
NF0149,13483073,C1CC=C(C1)CCCCO,floral;aldehydic;green;rose,0,1,0,0
28043-10-9,119800,CC1=CCCC(C1C(=O)OC)(C)C,natural;floral;herbal;fruity;camphoreous;woody,0,1,0,0
589-98-0,11527,CCCCCC(CC)O,musty;fermented;spicy;mushroom;minty;herbal;melon;creamy;green;woody;earthy;dairy;citrus;waxy,0,0,1,0
10486-12-1,112051,CC(CCCC(=C)C)CCOC(=O)C1=CC=CC=C1,sweet;ylang;floral;rose;deep,1,1,0,0
143-08-8,8914,CCCCCCCCCO,clean;fatty;floral;rose;dusty;oily;fresh;orange;wet,0,1,0,0
104-46-1,637563,C/C=C/C1=CC=C(C=C1)OC,sweet;anise;medicinal;licorice,1,0,0,0
81-14-1,6669,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,dry;fatty;floral;powdery;soapy;musk,0,1,0,0
547-63-7,11039,CC(C)C(=O)OC,sweet;floral;fruity;pineapple;apple;ethereal;tutti frutti,1,1,0,0
41890-92-0,162053,CC(CCCC(C)(C)OC)C(C)O,sweet;floral;sandalwood;woody;soapy,1,1,0,0
7774-60-9,11830590,CC(C)C(=O)OC(C)(C)C1=CC=CC=C1,sweet;dry;plum;fruity;apricot;green;peach,1,0,0,0
80858-47-5,166527,C1CCC(CC1)OCCC2=CC=CC=C2,metallic;floral;fruity;raspberry;green;hyacinth;balsam,0,1,0,0
7212-40-0,111274,CC(=C)[C@@H]1CC[C@@](C=C1)(C)O,minty;fresh,0,0,1,0
30310-41-9,121777,CC1CC(=C)CC(O1)C2=CC=CC=C2,leafy;floral;herbal;green;geranium,0,1,0,0
501-94-0,10393,C1=CC(=CC=C1CCO)O,floral;fruity;sweet,1,1,0,0
136954-25-1,2733977,CCCC(CCOC(=O)C)SC(=O)C,sweet;metallic;vegetable;rubbery;sulfurous;garlic;catty;buchu;fruity;apricot;burnt;onion;green;tropical;peach,1,0,0,0
116-53-0,8314,CCC(C)C(=O)O,fermented;dirty;cheesy roquefort cheese;fruity;acidic;pungent;cheesy,0,0,0,1
120-72-9,798,C1=CC=C2C(=C1)C=CN2,musty;naphthyl;animal;floral;fecal;pungent,0,1,0,1
54484-73-0,108244,CCCCCCOC(C)OCC,natural;floral;green;fungal;earthy,0,1,0,0
105-89-5,7781,CCC(=O)OCCC(C)CCCC(=C)C,floral;geranium;verbena;rose,0,1,0,0
71387-71-8,528704,CCC1CC(=O)C(=C1C)O,malty;sweet,1,0,0,0
2396-83-0,61312,CCC=CCC(=O)OCC,sweet;metallic;rhubarb;weedy;fruity;pineapple;tart;fresh;candy;green;tropical;cheesy,1,0,0,0
1190229-37-8,49869549,COC1=CC(=C(C=C1)C(=O)CCC2=CC=CC=N2)O,sweet;savory,1,0,0,0
97890-13-6,113425,CCC(C)COC(=O)C=C(C)C,metallic;blackberry;floral;peely;tobacco,0,1,0,0
10458-14-7,6986,CC1CCC(C(=O)C1)C(C)C,minty,0,0,1,0
101-86-0,7585,CCCCCCC(=CC1=CC=CC=C1)C=O,floral;herbal;fresh;green;jasmin;waxy,0,1,0,0
6635-22-9,176439,CC=CC1=CC(=C(C(=C1)OC)O)OC,sweet;spicy,1,0,0,0
7493-74-5,24117,C=CCOC(=O)COC1=CC=CC=C1,sweet;cocoa;honey;fruity;pineapple;chamomile;fresh,1,0,0,0
147159-49-7,6436710,CC/C=C\CCCCCCC=O,aldehydic;clean;floral;citrus;waxy,0,1,0,0
2628-17-3,62453,C=CC1=CC=C(C=C1)O,sweet;musty;meaty;medicinal;phenolic;chemical,1,0,0,0
7774-96-1,5463909,C/C=C/C1=CC(=C(C=C1)OC=O)OC,sweet;green;woody;clove;orris,1,0,0,0
6812-78-8,81263,C[C@@H](CCCC(=C)C)CCO,floral;metallic;fruity;rose red rose,0,1,0,0
100-06-1,7476,CC(=O)C1=CC=C(C=C1)OC,sweet;vanilla;cherry maraschino cherry;powdery;anisic;balsamic;hawthorn;acacia,1,0,0,0
622-60-6,73955,CCOC1=CC=C(C=C1)C,floral;cananga;ylang,0,1,0,0
104-64-3,61010,C1=CC=C(C=C1)CCCOC=O,sweet;cinnamon;floral;honey;hyacinth,1,1,0,0
58985-02-7,10353,CC1CCC(CC1)C(C)(C)O,lime;floral;terpenic;pine;citrus,0,1,0,0
2412-73-9,75486,C1CCC(CC1)OC(=O)C2=CC=CC=C2,floral;herbal;balsamic,0,1,0,0
65416-59-3,6450832,CC1CCC2(O1)C(=C)C=CCC2(C)C,floral;woody;earthy;fruity,0,1,0,0
53338-05-9,104471,CC(C)CCC1(OCC=CCO1)C,sweet;herbal;amber;lavender;fresh,1,0,0,0
3085-26-5,14862,CC(C)CCCCCCC=O,floral;green;milky;citrus;waxy,0,1,0,0
5524-05-0,22227,C[C@@H]1CC[C@H](CC1=O)C(=C)C,mentholic;herbal;minty,0,0,1,0
7554-12-3,24197,CCOC(=O)CC(C(=O)OCC)O,sweet;caramellic;herbal;winey;fruity;sugar brown sugar,1,0,0,0
698-87-3,94185,CC(CC1=CC=CC=C1)O,floral;rose,0,1,0,0
67707-75-9,3017783,CCOC(=O)CC(C)CC(C)(C)C,yeasty;floral;fruity;winey;apple green apple,0,1,0,0
140-27-2,61091,CC(C)CC(=O)OCC=CC1=CC=CC=C1,sweet;fermented;yeasty;spicy;sour;melon;winey;fruity;apple green apple;cherry;woody,1,0,0,0
99-91-2,7467,CC(=O)C1=CC=C(C=C1)Cl,floral;hay;sweet;hawthorn,1,1,0,0
600-18-0,58,CCC(=O)C(=O)O,sweet;caramellic;creamy;brown;lactonic,1,0,0,0
104986-28-9,113640,CCOC(=O)CCCCCOC(=O)C,floral;fruity;anisic;fresh;raspberry;jasmin,0,1,0,0
24545-81-1,91195,CC1=CC(=O)C2(C1C2)C(C)C,minty;pungent,0,0,1,1
5921-83-5,537615,CCCCC(CC)OC(=O)C,floral;sweet;pear;rose,1,1,0,0
34713-70-7,5478986,C[C@H](C=O)C1=CC=CC=C1,floral;hyacinth;green,0,1,0,0
103-58-2,7662,CC(C)C(=O)OCCCC1=CC=CC=C1,sweet;fermented;plum;honey;fruity;osmanthus;apricot;juicy fruit;jammy;bready;balsamic;sugar;fruit dried fruit;tropical,1,0,0,0
36789-59-0,21149427,CC1=CC[C@H](C1(C)C)CCOC(=O)C,berry;floral;herbal;lavender;woody,0,1,0,0
615-10-1,11982,CCCOC(=O)C1=CC=CO1,sweet;mushroom;herbal;earthy;chocolate,1,0,0,0
112-66-3,8205,CCCCCCCCCCCCOC(=O)C,sweet;clean;fresh;cloth laundered cloth;waxy,1,0,0,0
106-72-9,61016,CC(CCC=C(C)C)C=O,sweet;clean;floral;melon;ozone;oily;watermelon rind;fresh;green;watermelon,1,1,0,0
5442-00-2,79509,CC(CO)C1CCCCC1,floral;muguet;balsamic;green;geranium;minty,0,1,1,0
13491-79-7,26068,CC(C)(C)C1CCCCC1O,earthy;herbal;camphoreous;phenolic;patchouli;woody;minty;pine,0,0,1,0
63767-86-2,114233,CC(C)C1CCC(CC1)C(C)O,lily of the valley;floral;rose;muguet;waxy,0,1,0,0
87-20-7,6874,CC(C)CCOC(=O)C1=CC=CC=C1O,metallic;floral;herbal;orchid;woody,0,1,0,0
67801-38-1,6285057,CC1CC(=CC(C1/C=C/C(=O)C)C)C,floral;woody;violet;orris,0,1,0,0
71-36-3,263,CCCCO,sweet;fermented;oily;whiskey;fusel;balsamic,1,0,0,0
90397-38-9,163588,CCCC(C)COC(=O)C(C)CCC,sweet;natural;clean;fruity;oily;pear;jasmin,1,0,0,0
10024-56-3E,6435837,CC1=CCC(CC1)C(C)(C)OC(=O)/C=C/C2=CC=CC=C2,sweet;winey;nutmeg;balsamic,1,0,0,0
14735-72-9,84614,COC1=CC=C(C=C1)C=NC2=CC=CC=C2C(=O)OC,sweet;floral;powdery;mimosa;hawthorn,1,1,0,0
2555-49-9,17365,CCOC(=O)COC1=CC=CC=C1,floral;rose;green,0,1,0,0
1195-92-2,91496,CC(=C)C1CCC2(C(C1)O2)C,clean;spearmint;herbal;fresh;minty;citrus,0,0,1,0
39252-03-4,61985,CCCCCCCC(=O)OCC1=CC=CO1,sweet;metallic;caramellic;fruity;bready;peach;waxy,1,0,0,0
13706-86-0,26204,CC(C)CC(=O)C(=O)C,sweet;fruity;creamy;brown;buttery;sharp,1,0,0,0
4112-89-4,61331,COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2,sweet;spicy;floral;honey;sausage smoked sausage;powdery;phenolic;balsamic;woody;chemical,1,1,0,0
4230-97-1,20219,CCCCCCCC(=O)OCC=C,sweet;metallic;fatty;fruity;pineapple;watercress;green;tropical;soapy;waxy,1,0,0,0
77105-51-2,518791,CCOC(=O)C=CSC,sweet;onion,1,0,0,0
56172-46-4,5980396,C/C=C/C(=O)OC/C=C(\C)/CCC=C(C)C,sweet;caramellic;nutty;fruity;maple;almond;acorn,1,0,0,0
151-10-0,9025,COC1=CC(=CC=C1)OC,sweet;root beer;nutmeg;medicinal;fruity;acidic;cooling;neroli,1,0,0,0
58461-27-1,94060,CC(=CCC(CO)C(=C)C)C,floral;herbal;mimosa;waxy,0,1,0,0
470-67-7,10106,CC(C)C12CCC(O1)(CC2)C,herbal;terpenic;eucalyptus;cooling;camphoreous;green;minty;pine,0,0,1,0
16429-21-3,61835,CCCCCCC1CCCCC(=O)O1,sweet;celery;fruity;peach,1,0,0,0
2825-91-4,1714996,CCCCC[C@@H]1CCCC(=O)O1,sweet;milky;fruity,1,0,0,0
89-74-7,6985,CC1=CC(=C(C=C1)C(=O)C)C,sweet;floral;mimosa;woody;minty,1,1,1,0
3790-78-1,5320128,CC(=CCC/C(=C\CCC(C)(C=C)O)/C)C,floral;waxy,0,1,0,0
27593-23-3,33960,CCCCCC1=CC=CC(=O)O1,sweet;fatty;coconut;creamy;brown;tonka;waxy;lactonic,1,0,0,0
18479-51-1,86749,CCC(C)(CCC=C(C)C)O,blueberry;floral;weedy;bois de rose;woody;citrus,0,1,0,0
2500-83-6,98478,CC(=O)OC1CC2CC1C3C2CC=C3,floral;herbal;green,0,1,0,0
6258-60-2,80407,COC1=CC=C(C=C1)CS,anise;sulfurous;floral;burnt;balsamic,0,1,0,0
7460-74-4,81964,CCCCC(=O)OCCC1=CC=CC=C1,floral;leafy;fruity;rose,0,1,0,0
52514-66-6,103654,CC1CC(OC(O1)C2=CC(=C(C=C2)O)OC)(C)C,sweet;vanilla;smoky;creamy,1,0,0,0
13477-62-8,114530,CC1CCOC(C1)CC(C)C,metallic;floral;herbal;rose;green;geranium,0,1,0,0
23726-92-3,1616260,C/C=C\C(=O)C1=C(CCCC1(C)C)C,floral;tobacco;fruity;currant black currant,0,1,0,0
78-59-1,6544,CC1=CC(=O)CC(C1)(C)C,sweet;musty;fruity;cooling;camphoreous;tobacco;cedarwood;green;woody;leathery,1,0,0,0
13257-44-8,25812,CCCCCCC#CC(OC)OC,sweet;foliage;violet;fresh;green,1,0,0,0
487-11-6,10248,COC1=CC(=CC(=C1OC)OC)CC=C,floral;spicy,0,1,0,0
31704-80-0S,643322,CC1=CC=C(O1)[C@@H](C)CC=O,vegetable;cyclamen;fatty;floral;fruity;cucumber;green;watermelon,0,1,0,0
2785-87-7,17739,CCCC1=CC(=C(C=C1)O)OC,sweet;spicy;allspice;powdery;phenolic;clove;sharp,1,0,0,0
52788-71-3,103688,CCOC(=O)C1C(O1)C2=CC=C(C=C2)C,sweet;floral;rose;fruity;raspberry,1,1,0,0
490-03-9,79023,CC1=C(C(=O)C(CC1)C(C)C)O,currant bud black currant bud;cornmint;leafy;mentholic;herbal;buchu;phenolic;woody;minty,0,0,1,0
69830-91-7,10888889,CCCCCCCC[C@@H]1CCC(=O)O1,sweet;aldehydic;floral;fruity;woody,1,1,0,0
67662-96-8,105516,CC(C)(C)C(=O)OCCC1=CC=CC=C1,rose red rose;spicy;blueberry;floral;rose;geranium,0,1,0,0
80118-06-5,3018907,CC(C)C(=O)OC(C)CC(=C)C,natural;floral;herbal;fruity;chamomile,0,1,0,0
763-32-6,12988,CC(=C)CCO,sweet;fruity,1,0,0,0
7775-00-0,62654,CC(C)C1=CC=C(C=C1)CCC=O,floral;melon;fruity;fresh;muguet,0,1,0,0
39721-65-8,12858404,CC1=CCCC([C@H]1CCC(=O)C)(C)C,floral;woody;fruity;violet,0,1,0,0
104-57-4,7708,C1=CC=C(C=C1)COC=O,cherry;spicy;floral;cranberry;fruity;almond;tea black tea;chemical,0,1,0,0
3407-42-9,103005,CC1C2CC(C1(C)C)CC2C3CCCC(C3)O,sweet;woody;clean;sandalwood,1,0,0,0
589-82-2,11520,CCCCC(CC)O,herbal;pungent;bitter,0,0,0,1
23911-56-0,16205025,CC1=C2C=CC=CC2=C(O1)C(=O)C,floral;orangeflower,0,1,0,0
68398-18-5,109332,CC1CCC2CC1SC2(C)C,vegetable;sulfurous;seedy;mango;tropical;apricot;soup;grapefruit peel;fir needle;fresh;green;passion fruit;peach;minty;grapefruit;papaya,0,0,1,0
103-48-0,7655,CC(C)C(=O)OCCC1=CC=CC=C1,tea;floral;rose;fruity;pastry;peach,0,1,0,0
106-24-1,637566,CC(=CCC/C(=C/CO)/C)C,sweet;floral;rose;fruity;citrus;waxy,1,1,0,0
5703-26-4,79782,COC1=CC=C(C=C1)CC=O,floral;powdery;anisic;hawthorn,0,1,0,0
4351-54-6,20358,C1CCC(CC1)OC=O,sweet;cherry;banana;fruity;cooling;jammy;ethereal,1,0,0,0
7540-53-6,61416,CCCCC(=O)OCCC(C)CCC=C(C)C,floral;herbal;honey;rose,0,1,0,0
34686-67-4,6438069,CCC/C=C/CC1CCCC1O,natural;floral;banana;fruity;green;jasmin;tropical;waxy,0,1,0,0
16491-54-6,27892,CCCCCC(C=C)OC(=O)CCC,metallic;mushroom;floral;fruity;orchid;privet;green;watery;buttery;waxy,0,1,0,0
79930-37-3,6365701,CCCCCCCC/C=C/OC,floral;fruity;citrus;fatty,0,1,0,0
13184-86-6,61586,CCOCC1=CC(=C(C=C1)O)OC,sweet;vanilla;rummy;spicy;nutmeg;smoky;creamy;alcoholic;chocolate,1,0,0,0
13679-86-2,61665,CC(=C)C1CCC(O1)(C)C=C,spicy;herbal;terpenic;cooling;phenolic;green;minty;rosemary,0,0,1,0
51755-85-2,62013,CCCC(CCOC(=O)C)SC,vegetable;spicy;sulfurous;green;tropical;pungent,0,0,0,1
40348-72-9,62908,CC(C)CC(C(=O)OC)O,sweet;musty;fruity,1,0,0,0
3491-63-2,3083805,CCC=C(C=O)C1=CC=CC=C1,foliage;floral;honey;green;radish;narcissus;sweet pea;hyacinth,1,1,0,0
93-28-7,7136,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,sweet;malty;spicy;floral;fresh;carnation;woody;clove,1,1,0,0
156-06-9,997,C1=CC=C(C=C1)CC(=O)C(=O)O,sweet;honey;weedy;acidic;phenolic;green;almond,1,0,0,0
6707-60-4,23173,C1CCCCCOCCCCOC(=O)CCCC1,sweet;fruity;woody;musk;waxy,1,0,0,0
93-15-2,7127,COC1=C(C=C(C=C1)CC=C)OC,sweet;musty;vegetable;spicy;warm;cinnamon;peppery;phenolic;fresh;carnation;clove;waxy,1,0,0,0
23089-26-1,442343,CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O,floral;nutty;fruity;coconut,0,1,0,0
108943-47-1,6566009,CCCCCCC[C@H]1CCCC(=O)O1,sweet;fruity,1,0,0,0
57743-63-2,6427076,CC1C2CCC(=CC2OC1=O)C,sweet;woody;spicy,1,0,0,0
102-13-6,60998,CC(C)COC(=O)CC1=CC=CC=C1,sweet;floral;honey;cocoa;fruity;amber;chocolate;waxy,1,1,0,0
2568-25-4,595928,CC1COC(O1)C2=CC=CC=C2,sweet;naphthyl;floral;fruity;narcissus;bitter;woody,1,1,0,0
10413-18-0,544628,CC1CCC(=O)OC1C,minty;fruity,0,0,1,0
97-87-0,7353,CCCCOC(=O)C(C)C,sweet;banana;melon;fruity;cheesy;apple;green;tropical;tutti frutti;citrus,1,0,0,0
38446-21-8,61980,CCNC1=CC=CC=C1C(=O)OCC,petitgrain;floral;fruity;tangerine;neroli,0,1,0,0
614-47-1,637760,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,floral;herbal;balsamic,0,1,0,0
5451-95-6,79547,CCCCCCCCCOC(=O)C1=CC=CC=C1,sweet;orange;balsamic;minty;wintergreen;myrrh,1,0,1,0
583-04-0,11406,C=CCOC(=O)C1=CC=CC=C1,sweet;berry;floral;fruity;cherry,1,1,0,0
65405-76-7,5372353,CC/C=C\CCOC(=O)C1=CC=CC=C1N,sweet;grape skin;naphthyl;lilac;ripe;floral;grape;fruity;green;jasmin;orangeflower,1,1,0,0
99-72-9,60990,CC1=CC=C(C=C1)C(C)C=O,sweet;floral;herbal;powdery;green;woody,1,1,0,0
16409-45-3,27867,CC1CCC(C(C1)OC(=O)C)C(C)C,tea;berry;mentholic;fruity;cooling;minty,0,0,1,0
129319-15-9,14638401,CCC(C1=CC=C(C=C1)OC(=O)C)OC(=O)C,pungent;spicy,0,0,0,1
59191-78-5,62148,CCCCCC(CO)C(=O)C,sweet;musty;herbal;fungal;earthy,1,0,0,0
101-39-3,7557,CC(=CC1=CC=CC=C1)C=O,sweet;spicy;warm;cinnamon;cassia;balsamic,1,0,0,0
60066-88-8,5281535,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,sweet;juicy;fresh;orange;citrus;waxy,1,0,0,0
85508-08-3,6366072,CCCCCCOC(=O)C(C)/C=C/C,sweet;spicy;guaiacwood;fruity;cantaloupe;green;rindy;tropical;waxy,1,0,0,0
4466-24-4,20534,CCCCC1=CC=CO1,sweet;fruity;spicy;winey,1,0,0,0
108766-16-1,11586787,CC1CCC(C(C1)OC(=O)CC(C)O)C(C)C,minty;cool,0,0,1,0
79-70-9,5375215,CC1CCC(=C(C1(C)C)/C=C/C(=O)C)C,sweet;berry;floral;violet;powdery;fresh;woody,1,1,0,0
41519-23-7,5352539,CC/C=C\CCOC(=O)C(C)C,sweet;mango;fruity;violet leaf;apple;pear;green;tomato leaf;tropical,1,0,0,0
1618-26-4,15380,CSCSC,mustard;metallic;spicy;sulfurous;mushroom;garlic;horseradish;alliaceous;green;pungent,0,0,0,1
464-49-3,159055,C[C@@]12CC[C@@H](C1(C)C)CC2=O,medicinal;mentholic;herbal;camphoreous;cooling;phenolic;green;woody;minty,0,0,1,0
5457-70-5,229888,CCCCCCCC(=O)OCCC1=CC=CC=C1,sweet;cocoa;caramellic;cognac;fruity;winey;green;waxy,1,0,0,0
52514-67-7,103655,CCOC1=C(C=CC(=C1)C2OC(CC(O2)(C)C)C)O,sweet;vanilla;creamy;phenolic,1,0,0,0
2051-04-9,74915,CC(C)CCSSCCC(C)C,sweet;onion,1,0,0,0
29460-90-0,34590,CC(C)C1=NC=CN=C1,nutty;honey;minty;green,0,0,1,0
23445-02-5,11276107,C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2[C@@](CC3)(C)O)C(C)C,minty;spicy,0,0,1,0
116-09-6,8299,CC(=O)CO,caramellic;ethereal;pungent;sweet,1,0,0,1
27606-09-3,119674,CC1C2CC3=CC=CC=C3C2OC(O1)C,magnolia;floral;geranium;green;narcissus;grapefruit;gardenia,0,1,0,0
7335-26-4,81784,CCOC(=O)C1=CC=CC=C1OC,ylang;floral;fruity;tuberose;raspberry,0,1,0,0
583-33-5,11409,CCCCOC(=O)C1=CC=CO1,floral;orchid,0,1,0,0
66912-24-1,5063293,CCCCCCOCC#N,floral;herbal;violet;fatty,0,1,0,0
72276-09-6,5352798,CCOC(=O)CC/C=C/CC=C,sweet;juicy;mango;fruity;pineapple;pear;passion fruit;ethereal,1,0,0,0
4359-54-0,96461,CC1COC(O1)C2=CC=CO2,sweet,1,0,0,0
60241-53-4,108425,CC1CCCC(C1CC(C)C(C)O)(C)C,ambergris;cedar;floral;violet;woody,0,1,0,0
5396-89-4,142266,CC(=O)CC(=O)OCC1=CC=CC=C1,floral;fruity;sweet;banana,1,1,0,0
105-37-3,7749,CCC(=O)OCC,sweet;fermented;juicy;rummy;grape;fruity;winey;pineapple;ethereal;egg nog,1,0,0,0
68527-77-5,109458,CC1CC(=CC(C1CO)C)C,spicy;floral;herbal;carnation;green;woody,0,1,0,0
19819-98-8,88267,CC1=CC=CC=C1CCO,cyclamen;natural;floral;rose;mimosa;green;peony;earthy;waxy,0,1,0,0
5862-47-5,4447651,CC(=O)OCCSC,sweet;rancid;meaty;melon;tropical,1,0,0,0
589-59-3,11514,CC(C)CC(=O)OCC(C)C,sweet;banana;fruity;apple;raspberry;green,1,0,0,0
39924-52-2,62388,CCC=CCC1C(CCC1=O)CC(=O)OC,greasy;petal;floral;soft;oily;green;jasmin,0,1,0,0
458-36-6,9984,COC1=C(C=CC(=C1)C=CC=O)O,sweet;vanilla;custard;cookie;barley roasted barley;bready;bread crust;bread baked;grain toasted grain;dairy;graham cracker,1,0,0,0
534-15-6,10795,CC(OC)OC,sweet;hay new mown hay;green;ethereal;alcoholic;sharp,1,0,0,0
614-99-3,11980,CCOC(=O)C1=CC=CO1,floral;fruity;balsamic;orchid,0,1,0,0
620-79-1S,737068,CCOC(=O)[C@@H](CC1=CC=CC=C1)C(=O)C,sweet;musty;vanilla;spicy;berry;floral;fruity;fruit tropical fruit;balsamic;davana;tropical,1,1,0,0
75-56-9,6378,CC1CO1,sweet;ethereal,1,0,0,0
39711-79-0,62907,CCNC(=O)C1CC(CCC1C(C)C)C,cooling;minty;alcoholic;mentholic,0,0,1,0
75-18-3,1068,CSC,sweet;vegetable;sulfurous;berry;fruity;cabbage;onion;creamy;fishy;tomato;green;radish;seafood;corn,1,0,0,0
36653-82-4,2682,CCCCCCCCCCCCCCCCO,clean;greasy;floral;oily;waxy,0,1,0,0
27829-72-7,5364778,CCC/C=C/C(=O)OCC,juicy;vegetable;sweet;rummy;quince;fruity;winey;orange;green;tropical;papaya,1,0,0,0
26330-64-3,117305,CCC(=CCC(C)CCO)CC,floral;aldehydic;lily of the valley;muguet,0,1,0,0
150-84-5,9017,CC(CCC=C(C)C)CCOC(=O)C,fruit;floral;rose;fruity;green;woody;tropical;citrus,0,1,0,0
120-51-4,2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,sweet;faint;herbal;oily;balsam,1,0,0,0
104-50-7,7704,CCCCC1CCC(=O)O1,sweet;fatty;coconut;creamy;waxy;dairy;tonka,1,0,0,0
14481-55-1,85741,CCCCC(=O)OC(C)(C)C1CCC(=CC1)C,floral;fruity,0,1,0,0
13851-11-1,107217,CC(=O)OC1C(C2CCC1(C2)C)(C)C,sweet;herbal;fir needle;fresh;balsamic;pine;citrus,1,0,0,0
109-29-5,7984,C1CCCCCCCC(=O)OCCCCCCC1,sweet;animal;amber;balsamic;musk,1,0,0,0
53263-56-2,528699,CC1=C(C(=O)C(C1)(C)C)O,caramellic;sweet,1,0,0,0
7779-94-4,5463911,CCOC(CC(C)CCCC(C)(C)O)OCC,floral;lily;muguet;green,0,1,0,0
689-89-4,5323650,C/C=C/C=C/C(=O)OC,sweet;anise;spicy;fruity;brown;licorice;green;pungent,1,0,0,1
623-17-6,12170,CC(=O)OCC1=CC=CO1,sweet;horseradish;fruity;banana,1,0,0,0
20780-48-7,89385,CCC(C)(CCCC(C)C)OC(=O)C,floral;fresh;bergamot;woody;citrus,0,1,0,0
103-56-0,7661,CCC(=O)OCC=CC1=CC=CC=C1,sweet;spicy;bubble gum;grape;floral;fruity;balsamic;green;cherry,1,1,0,0
38216-93-2,11805563,CC(C)(COCC1=CC=CC=C1)C=O,aldehydic;spicy;floral;ozone;cardamom;ginger;coriander;green,0,1,0,0
67739-11-1,6437247,CCC(/C(=C/C1(CC2CC1C=C2)C)/C)O,sweet;sawdust;autumn;sandalwood;woody,1,0,0,0
92585-08-5,527393,CC(CC(=O)C)S,meaty;pungent,0,0,0,1
121734-22-3,1712058,CCCCC/C(=C/C1=CC=CC=C1)/C=O,floral,0,1,0,0
101780-73-8,71587383,CCCC(SCC1=CC=CC=C1)SCC2=CC=CC=C2,fruity;pungent,0,0,0,1
6807-11-0,81258,CC1=CC=C(C=C1)OCCOC(=O)C,floral;fruity;balsamic;jasmin;gardenia,0,1,0,0
